"1N4733A","NXP Semiconductors","1290","pcs","20+","0.16","New and original, L/T: 2-3 weeks","1N4733A"
"HMC860LP3E","Analog Devices / Hittite","2,100","pcs","21+","5.250","in stock","HMC860LP3ETR"
"HMC349ALP4CE","Analog Devices","1,400","pcs","21+","1.770","in stock","HMC349ALP4CETR"
"IS43TR16256B-125KBLI","ISSI","2,100","pcs","21+","4.710","in stock",""
"LAN8710AI-EZK","MICROCHIP","1,400","pcs","21+","0.855","in stock",""
"PE42427A-Z","Peregrine/ PSEMI","5,600","pcs","21+","0.750","in stock",""
"SN74HC595DR","Texas Instruments","12,600","pcs","22+","0.123","in stock",""
"SN74LV1T34DCKR","Texas Instruments","3,500","pcs","22+","0.090","in stock",""
"SN74LVC541APW","Texas Instruments","2,100","pcs","22+","0.115","in stock","SN74LVC541APWR"
"LM2903DG","Texas Instruments (National Semiconductor)","2,000","pcs","22+","0.078","in stock","LM2903DGKR"
"BNX024H01L","MURATA","851","pcs","22+","1.337","in stock",""
"TMK105B7224KV-FR","TAIYO YUDEN","6,000","pcs","21+","0.024","in stock",""
"1206X226M250NT","FH","6,000","pcs","21+","0.036","in stock",""
"CY7C1381KV33-133AXI","Cypress Semiconductor","1,440","pcs","21+","23.250","in stock",""
"L-C191KRCT","Para Light","1,160","pcs","21+","0.043","in stock","L-C191KRCT"
"ADM4851ARZ","Analog Devices / Linear Technology","600","pcs","21+","2.940","in stock","ADM4851ARZ-REEL7"
"KSC222J LFS","C&K","4,311","pcs","19+","0.280","in stock","KSC222JLFS"
"NFM21PS106B0J3","MURATA","5,910","pcs","21+","0.093","in stock","NFM21PS106B0J3D"
"L-34 F3C","KINGBRIGHT","3,500","pcs","21+","0.157","in stock",""
"118CL101M100TT","ATC/ KYOCERA AVX","400","pcs","20+","2.31","3 weeks",""
"118DK101M100TT","ATC/ KYOCERA AVX","400","pcs","20+","2.21","3 weeks",""
"TMS320C6678ACYPA","Texas Instruments","300","pcs","22+","291.43","in stock",""
"ECA-1JM222","Panasonic","150","pcs","20+","1.90","3 weeks",""
"AQY212GS","Panasonic","192","pcs","22+","0.66","in stock","AQY212GSX"
"CGB2A1X5R1C474K033BC","TDK","200","pcs","20+","0.10","3 weeks",""
"T491A475K025AT","KEMET","1,000","pcs","20+","0.21","3 weeks",""
"293D105X9035A2TE3","VISHAY","2,000","pcs","21+","0.07","in stock",""
"T491A104K050AT","KEMET","300","pcs","22+","0.21","in stock",""
"T491B476K010AT","KEMET","600","pcs","21+","0.129","in stock",""
"TAJB106K025RNJ","AVX","500","pcs","22+","0.146","in stock",""
"TAJB475K035RNJ","AVX","400","pcs","22+","0.10","in stock",""
"TAJD227K010RNJ","AVX","200","pcs","22+","0.257","in stock",""
"TPSE476K035R0250","AVX","350","pcs","20+","4.29","3 weeks",""
"293D106X9063E2TE3","VISHAY","600","pcs","20+","5.31","3 weeks",""
"TAJA106K016RNJ","AVX","1,000","pcs","21+","0.06","in stock",""
"TAJC476K020RNJ","AVX","800","pcs","21+","0.257","in stock",""
"T491C686K010AT","KEMET","300","pcs","20+","0.65","3 weeks",""
"T491C156K016AT","KEMET","200","pcs","20+","0.65","3 weeks",""
"TAJC336K020RNJ","AVX","500","pcs","21+","0.25","in stock",""
"TAJC107K016RNJ","AVX","300","pcs","21+","0.31","in stock",""
"U.FL-R-SMT-1","HRS","209","pcs","21+","0.10","in stock","U.FL-R-SMT-1(80)"
"MASWSS0180","Macom","1,500","pcs","22+","3.24","in stock","MASWSS0180TR-3000"
"MF-R020","BOURNS","250","pcs","21+","0.09","in stock",""
"IRF540NPBF","Infineon / IR","1,000","pcs","21+","0.17","in stock",""
"XC6SLX25-2FGG484I","XILINX","250","pcs","21+","19.86","in stock",""
"293D475X0016A2TE3","VISHAY","1,000","pcs","20+","0.15","3 weeks",""
"T495B475K010ATE1K3","KEMET","500","pcs","20+","0.77","3 weeks",""
"B82432C1473K000","TDK-EPCOS","6,500","pcs","20+","0.55","3 weeks",""
"CR2512-JW-330ELF","BOURNS","1,000","pcs","20+","0.10","3 weeks",""
"GRM31BR72J332KW01L","MURATA","4,000","pcs","20+","0.21","3 weeks",""
"GRM55DR72E474KW01L","MURATA","15,000","pcs","20+","0.52","3 weeks",""
"GRM55DR72J224KW01L","MURATA","1,000","pcs","21+","0.23","in stock",""
"293D107X0016E2TE3","VISHAY","1,000","pcs","20+","0.94","3 weeks",""
"TAJC226K025RNJ","Kyocera AVX","800","pcs","21+","0.20","in stock",""
"TAJC106K035RNJ","Kyocera AVX","900","pcs","21+","0.20","in stock",""
"AT17LV256-10PU","Microchip / Atmel","250","pcs","20+","13.37","3 weeks",""
"AT89S52-24PU","Microchip / Atmel","250","pcs","21+","1.95","in stock",""
"AD820ARZ","Analog Devices / Linear Technology","1,000","pcs","21+","1.93","in stock","AD820ARZ-REEL7"
"SI2365EDS-T1-GE3","VISHAY","705","pcs","21+","0.40","in stock",""
"XC6SLX150T-3FG676I","XILINX","300","pcs","21+","80.14","in stock","XC6SLX150T-3FGG676I"
"XC6SLX25-3FT256I","XILINX","300","pcs","21+","80.14","in stock","XC6SLX25-3FTG256I"
"CY7C2665KV18-450BZXI","Infineon / Cypress","400","pcs","22+","262.29","in stock",""
"LQW15AN2N7B80D","MURATA","2,000","pcs","20+","0.24","3 weeks",""
"LQW15AN3N3B80D","MURATA","2,000","pcs","21+","0.077","in stock",""
"LQW18AN15NG00D","MURATA","2,000","pcs","21+","0.037","in stock",""
"LQW18AN68NG00D","MURATA","2,000","pcs","20+","0.024","in stock",""
"LQW18AN91NG00D","MURATA","2,000","pcs","20+","0.033","in stock",""
"LQW18ANR10G00D","MURATA","2,000","pcs","21+","0.039","in stock",""
"LQW18ANR12G00D","MURATA","2,000","pcs","21+","0.037","in stock",""
"GRT21BR61E226ME13L","MURATA","12,000","pcs","21+","0.075","in stock",""
"GCM1885C2A101JA16D","MURATA","12,000","pcs","21+","0.01","in stock",""
"GCM1885C2A102J","MURATA","36,000","pcs","22+","0.0114","in stock","GCM1885C2A102JA16D"
"GCM1885C1H103JA16D","MURATA","24,000","pcs","20+","0.02","in stock",""
"NFM21HC222R1H3D","MURATA","3,000","pcs","21+","0.136","in stock",""
"BGA614H6327XTSA1","Infineon Technologies","4,000","pcs","21+","0.30","in stock","BGA614 H6327"
"NLB-400-T1","Qorvo","800","pcs","21+","4.12","in stock",""
"44915-0001","MOLEX","300","pcs","20+","1.89","3 weeks",""
"749196111","Wurth Elektronik","225","pcs","20+","5.67","3 weeks",""
"FTSH-110-01-L-D-RA-K","SAMTEC","300","pcs","20+","6.00","3 weeks",""
"IPL1-105-01-L-D-K","SAMTEC","360","pcs","21+","1.50","in stock",""
"TFC-125-02-L-D-A","SAMTEC","250","pcs","22+","4.95","in stock","TFC-125-02-L-D-A-K-TR"
"TSW-108-07-G-D","SAMTEC","360","pcs","20+","0.90","in stock",""
"SFC-110-T2-L-D-A","SAMTEC","400","pcs","20+","4.457","3 weeks",""
"SFC-125-T2-L-D-A","SAMTEC","250","pcs","20+","8.90","3 weeks","SFC-125-T2-L-D-A-K-TR"
"SSQ-111-01-G-D","SAMTEC","200","pcs","20+","5.67","3 weeks",""
"KPBD-3224SYKCGKC","KINGBRIGHT","550","pcs","21+","0.22","in stock",""
"KPD-3224CGCK","KINGBRIGHT","290","pcs","21+","0.20","in stock",""
"STM32F103VET6","ST","415","pcs","22+","1.53","in stock",""
"THS4031IDGNR","Texas Instruments","830","pcs","20+","7.70","3 weeks",""
"CSD25310Q2","Texas Instruments","415","pcs","21+","0.24","in stock",""
"LMX2572RHA","Texas Instruments (National Semiconductor)","200","pcs","22+","7.36","in stock","LMX2572RHAR"
"SN74LVC2G132DCUR","Texas Instruments","1,000","pcs","21+","0.14","in stock",""
"SN74LVC2G86DCU","Texas Instruments (National Semiconductor)","2,000","pcs","23+","0.21","in stock","SN74LVC2G86DCUR"
"SBB-5089Z","QORVO","1,900","pcs","22+","17.36","in stock",""
"EPC2LI20","Intel / Altera","425","pcs","19+","61.50","in stock","EPC2LI20N"
"19S181-5H0E4","Rosenberger","223","pcs","22+","30.00","in stock",""
"BAV99","NEXPERIA","251,250","pcs","22+","0.0046","in stock",""
"CL21A476MRYNNNE","SAMSUNG","3,800","pcs","20+","0.14","3 weeks",""
"NC7WV17P6X","On Semiconductor","1,500","pcs","20+","0.093","in stock",""
"ISL99227IRZ-T","RENESAS/ INTRTSIL","3,600","pcs","21+","5.30","in stock",""
"VLBU1007090T-R15L","TDK","800","pcs","20+","0.57","in stock",""
"XFL4020-102MEC","COILCRAFT INC","700","pcs","20+","1.69","3 weeks",""
"BAT54SLT1G","On Semiconductor","700","pcs","21+","0.055","in stock",""
"MBR0540","On Semiconductor","900","pcs","22+","0.069","in stock","MBR0540T1G"
"RB751V40T1G","On Semiconductor","600","pcs","21+","0.07","in stock",""
"2N7002-7-F","Diodes Incorporated","2,200","pcs","21+","0.023","in stock",""
"FDV301N","ON Semiconductor / Fairchild","1,300","pcs","22+","0.043","in stock",""
"47053-1000","MOLEX","800","pcs","21+","0.10","in stock",""
"TSM-103-01-L-DV","SAMTEC","900","pcs","22+","0.39","in stock","TSM-103-01-L-DV-TR"
"678008025","MOLEX","800","pcs","20+","1.20","3 weeks","0678008025"
"08055A100DAT2A","KYOCERA AVX","4,000","pcs","20+","0.15","3 weeks",""
"08055A331JAT2A","AVX","4,000","pcs","20+","0.09","3 weeks",""
"SMBJ30A","ST Microelectronics","1,500","pcs","21+","0.14","in stock","SMBJ30A-TR"
"FQD18N20V2TM","ON Semiconductor / Fairchild","5,000","pcs","22+","1.25","in stock",""
"IRF7103PBF","Infineon / IR","5,000","pcs","22+","0.142","in stock","IRF7103TRPBF"
"IRF7380PBF","Infineon / IR","600","pcs","22+","0.47","in stock","IRF7380TRPBF"
"IRFP4710PBF","Infineon / IR","2,000","pcs","22+","10.30","in stock",""
"PMBT5551","Nexperia","3,000","pcs","21+","0.04","in stock","PMBT5551,215"
"1,5KE22A","COMON","2000","pcs","20+","0.24","in stock",""
"1,5KE300A","BRIGHTKING","1,000","pcs","21+","0.13","in stock","1.5KE300A"
"HCPL-0201","Broadcom / Avago","1,630","pcs","22+","1.19","in stock","HCPL-0201-500E"
"HCPL-0710","Broadcom / Avago","2,525","pcs","22+","1.337","in stock","HCPL-0710-500E"
"IRS2113S","Infineon / IR","2,010","pcs","22+","4.71","in stock","IRS2113STRPBF"
"TC1-1-13M+","Mini-Circuits","1,505","pcs","22+","0.456","in stock",""
"1,5KE47A","ST","2,800","pcs","21+","0.19","in stock","1.5KE47A"
"2SK1317","RENESAS/IDT","555","pcs","21+","2.625","in stock","2SK1317-E"
"TPSE477M010R0045","AVX","600","pcs","20+","7.03","3 weeks",""
"74HC4046AD","Nexperia/NXP","9,000","pcs","21+","0.20","in stock",""
"ADE-12","Mini-Circuits","2,000","pcs","21+","8.10","in stock","ADE-12+"
"AT91RM9200-QU-002","ATMEL/ MICROCHIP","3,920","pcs","21+","19.37","1 week",""
"BAS116E6327HTSA1","Infineon / IR","3,000","pcs","21+","0.074","3 weeks",""
"BAV170","Nexperia/NXP","12000 or15000","pcs","23+","0.024","in stock",""
"BAV70","Nexperia/NXP","2,190","pcs","21+","0.022","in stock",""
"BFR93A","Infineon Technologies","6,000","pcs","20+","0.114","in stock","BFR93AE6327"
"BFU590GX","NXP Semiconductors","12,000","pcs","22+","0.60","in stock",""
"BZX84-A6V2","Nexperia/NXP","3,000","pcs","20+","0.129","in stock","BZX84-A6V2,215"
"C8051F330-GM","SILICON LABORATORIES","3,000","pcs","21+","0.87","in stock","C8051F330-GMR"
"IR2153S","Infineon / IR","2500 or5000","pcs","21+","0.83","in stock","IR2153STRPBF"
"IRF7103","Infineon / IR","6,000","pcs","21+","0.15","in stock","IRF7103TRPBF"
"IRF7309","Infineon / IR","15,000","pcs","22+","0.375","in stock","IRF7309TRPBF"
"IRFL9110TRPBF","VISHAY","730","pcs","21+","0.25","in stock",""
"IRFP-260N","Infineon / IR","730","pcs","21+","0.86","in stock","IRFP260NPBF"
"MA4P504-1072T","Macom","3,000","pcs","21+","3.24","in stock",""
"MAAVSS0006","Macom","3,000","pcs","20+","2.21","3 weeks","MAAVSS0006TR-3000"
"MASWSS0180TR","Macom","18,000","pcs","21+","3.237","in stock","MASWSS0180TR-3000"
"MBRS340T3G","On Semiconductor","3,150","pcs","22+","0.86","in stock",""
"MC33161D","On Semiconductor","730","pcs","21+","0.47","in stock","MC33161DR2G"
"MC74AC244DW","On Semiconductor","3,000","pcs","20+","1.00","3 weeks","MC74AC244DWG"
"MC74HC02AD","On Semiconductor","6,000","pcs","21+","0.16","in stock","MC74HC02ADR2G"
"MC78L05ABD","On Semiconductor","3,000","pcs","22+","0.114","in stock","MC78L05ABDR2G"
"MT29F1G08ABBFAH4-ITE:F","MICRON","3,000","pcs","21+","3.68","in stock",""
"MT46H32M16LFBF-5 IT","MICRON","3,000","pcs","21+","2.65","in stock","MT46H32M16LFBF-5 IT:C"
"PIC12C509A-04I/SM","Microchip Technology (Micrel)","1,800","pcs","21+","2.40","in stock",""
"SI7850DP-T1-E3","VISHAY","3,000","pcs","21+","0.59","in stock",""
"SKY72310-11","SKYWORKS","4,500","pcs","21+","4.41","in stock",""
"TFDU4101-TR3","VISHAY","2,000","pcs","22+","2.55","in stock",""
"VS-10BQ030-M3/5BT","VISHAY","6,000","pcs","21+","0.09","in stock",""
"VS-10BQ040-M3/5BT","VISHAY","15,795","pcs","21+","0.064","in stock",""
"VS-30BQ040-M3/9AT","VISHAY","4,535","pcs","22+","0.15","in stock",""
"XC6SLX25-2FGG484I","XILINX","1,000","pcs","21+","19.85","in stock",""
"XC9536XL-10VQ144I","XILINX","1,960","pcs","21+","33.11","in stock","XC9536XL-10VQG44I"
"XCR3256XL-10TQG144I","XILINX","1,345","pcs","22+","33.11","in stock",""
"25LC256-I/P","Microchip","1,960","pcs","22+","1.40","in stock",""
"74HC1G126GW","Nexperia/NXP","2,800","pcs","21+","0.087","in stock","74HC1G126GW,125"
"74LVC1G57GW","Nexperia/NXP","700","pcs","21+","0.093","in stock","74LVC1G57GW,125"
"74LVC2G34GW","Nexperia/NXP","700","pcs","21+","0.077","in stock","74LVC2G34GW,125"
"AD4PS-1+","Mini-Circuits","700","pcs","21+","9.12","in stock",""
"ADE-12MH","Mini-Circuits","1,400","pcs","21+","6.18","in stock","ADE-12MH+"
"ADP-2-1W","Mini-Circuits","700","pcs","21+","4.12","in stock","ADP-2-1W+"
"BAV99W","Nexperia/NXP","1,400","pcs","21+","0.029","in stock","BAV99W,115"
"BC856B","Nexperia/NXP","2,800","pcs","21+","0.025","in stock","BC856B,215"
"BC860B","NEXPERIA","1,400","pcs","20+","0.08","3 weeks","BC860B,215"
"BCP69T1","On Semiconductor","1,400","pcs","21+","0.09","in stock","BCP69T1G"
"BCR108W","Infineon / IR","9,100","pcs","21+","2.93","in stock","BCR108WH6327XTSA1"
"BCR148W","Infineon / IR","7,000","pcs","21+","0.051","in stock","BCR148W H6327"
"BCR521","Infineon / IR","6,300","pcs","22+","1.49","in stock","BCR521E6327"
"BSC600N25NS3 G","Infineon Technologies","5,000","pcs","22+","1.41","in stock","BSC600N25NS3G"
"BZX84-A2V4","NEXPERIA","700","pcs","21+","0.19","in stock","BZX84-A2V4,215"
"C8051F040","SILICON LABORATORIES","700","pcs","22+","6.46","in stock","C8051F040-GQR"
"DBTC-7-152L+","Mini-Circuits","546","pcs","22+","3.24","in stock",""
"ERA-21SM+","Mini-Circuits","1,400","pcs","20+","2.57","3 weeks",""
"ESD0P2RF-02LS","Infineon / IR","700","pcs","20+","0.10","in stock","ESD0P2RF-02LS E6327"
"FAN3223CMPX","ON Semiconductor / Fairchild","500","pcs","20+","1.03","3 weeks",""
"FM25VN10-G","Infineon","700","pcs","20+","15.43","3 weeks",""
"FPF2700MPX","ON Semiconductor / Fairchild","2,800","pcs","22+","1.857","in stock",""
"GP2S1+","Mini-Circuits","700","pcs","22+","0.98","in stock",""
"GVA-63+","Mini-Circuits","2,800","pcs","22+","1.17","in stock",""
"IRF5802PbF","Infineon / IR","5,600","pcs","21+","0.12","in stock","IRF5802TRPBF"
"IRFL214PBF","VISHAY","900","pcs","21+","0.39","in stock","IRFL214TRPBF"
"IRLL2705PBF","Infineon / IR","700","pcs","21+","0.19","in stock","IRLL2705TRPBF"
"IRLML2502PBF","Infineon / IR","51,800","pcs","22+","0.051","in stock","IRLML2502TRPBF"
"IRLML6401GPBF","Infineon / IR","700","pcs","21+","0.069","in stock","IRLML6401TRPBF"
"IRLML6402","Infineon / IR","1,400","pcs","22+","0.063","in stock","IRLML6402TRPBF"
"IRLML6402PBF","Infineon / IR","2,100","pcs","21+","0.056","in stock","IRLML6402TRPBF"
"IRLML6402TRPBF","Infineon / IR","5,600","pcs","21+","0.056","in stock",""
"LM8272MM","TI","700","pcs","22+","1.50","in stock","LM8272MM/NOPB"
"MA4P505-1072T","Macom","1,500","pcs","21+","4.35","in stock",""
"MAX14752EUE","Maxim","1,400","pcs","21+","1.93","in stock","MAX14752EUE+T"
"MC34VR500V1ES","NXP Semiconductors","700","pcs","21+","14.71","in stock",""
"MRFE6VS25GN","NXP Semiconductors","900","pcs","19+","29.43","in stock","MRFE6VS25GNR1"
"NC7WZ14P6X","On Semiconductor","700","pcs","21+","0.065","in stock",""
"PGA-105+","Mini-Circuits","2,800","pcs","21+","1.11","in stock",""
"PMBTA42","NEXPERIA","9,100","pcs","22+","0.02","in stock",""
"PMBTA92","Nexperia/NXP","100,800","pcs","20+","0.020","in stock",""
"PSA4-5043+","Mini-Circuits","2,300","pcs","20+","2.47","3 weeks",""
"SI2305CDS-T1-GE3","VISHAY","2,100","pcs","22+","0.057","in stock",""
"SI53154-A01AGM","Silicon/ Skyworks","700","pcs","22+","2.67","in stock",""
"SMBTA92","Infineon / IR","3000 or 6000","pcs","20+","0.33","3 weeks","SMBTA92E6327HTSA1"
"SS2FL4-M3/H","VISHAY","2,800","pcs","20+","0.20","3 weeks",""
"STM32F407VGT6","ST Microelectronics","700","pcs","22+","2.45","in stock",""
"VSW2-33-10W+","Mini-Circuits","700","pcs","22+","3.24","in stock",""
"XC7K160T-2FBG484I","XILINX","480","pcs","21+","131.14","in stock",""
"IRLML6344TRPBF","Infineon / Cypress","550","pcs","21+","0.143","in stock","IRLML6344TRPBF"
"2661375102","FAIR-RITE","2,640","pcs","20+","0.45","3 weeks",""
"KPD-3224QBC-D","KINGBRIGHT","1,000","pcs","21+","0.24","in stock",""
"OP2177ARZ","Analog Devices","905","pcs","22+","0.75","in stock","OP2177ARZ-REEL7"
"","","","","","","",""
